736904,36.76
736903,37.22
736902,37.09
736901,37.15
736900,36.89
736897,36.70
736896,36.72
736895,37.54
736894,37.20
736893,37.44
736890,37.70
736889,37.54
736888,37.20
736887,36.50
736886,36.19
736883,36.86
736882,36.92
736881,37.02
736880,37.00
736879,36.93
736876,36.64
736875,36.40
736874,36.40
736873,36.47
736872,35.80
736869,35.62
736868,35.71
736867,35.75
736866,36.20
736865,36.15
736862,36.28
736860,36.28
736859,35.72
736858,35.55
736855,36.40
736854,36.48
736853,36.35
736852,35.41
736851,35.28
736848,35.48
736847,35.68
736846,35.87
736845,35.79
736844,35.84
736841,35.42
736840,35.98
736839,35.52
736838,35.16
736837,35.19
736834,35.75
736833,31.70
736832,39.83
736831,40.35
736830,40.15
736827,39.99
736826,39.24
736825,39.30
736824,38.98
736823,38.41
736820,38.29
736819,39.35
736818,40.24
736817,39.60
736813,39.00
736812,39.16
736811,38.44
736810,38.30
736809,38.50
736805,38.50
736804,38.85
736803,38.59
736802,37.35
736798,37.60
736797,37.86
736796,38.10
736795,38.00
736792,37.71
736791,37.90
736790,38.92
736789,38.38
736788,37.99
736785,38.27
736784,39.25
736783,38.32
736782,38.36
736781,37.96
736778,38.00
736777,37.56
736776,37.60
736775,38.48
736774,38.05
736771,39.70
736770,39.85
736769,39.70
736768,39.65
736767,39.36
736764,39.30
736763,38.85
736762,39.50
736761,40.28
736760,40.01
736757,39.80
736756,39.80
736755,40.23
736750,39.90
736749,41.21
736748,40.75
736746,41.06
736743,40.56
736742,41.35
736741,40.34
736740,39.87
736739,40.20
736736,39.94
736735,39.69
736734,38.78
736733,39.32
736732,38.30
736729,37.49
736728,37.28
736727,37.55
736726,37.26
736725,37.85
736722,38.40
736721,38.00
736719,37.65
736718,36.55
736715,36.69
736714,36.71
736713,37.15
736712,35.90
736711,35.98
736708,36.60
736707,36.60
736706,35.99
736705,36.10
736704,35.35
736701,35.54
736700,35.09
736699,34.80
736698,33.84
736697,33.45
736693,33.49
736692,32.67
736691,33.00
736690,32.51
736687,31.85
736686,31.80
736685,32.10
736684,31.40
736683,32.00
736680,32.71
736679,32.50
736678,32.51
736677,32.31
736676,32.77
736673,34.29
736672,34.40
736671,34.70
736670,33.61
736669,34.06
736666,33.44
736665,34.66
736664,35.20
736663,35.35
736662,34.87
736659,34.67
736658,35.58
736657,35.59
736656,36.20
736655,35.65
736652,34.92
736651,36.45
