736904,12.98
736903,13.05
736902,13.30
736901,13.01
736900,12.83
736897,13.00
736896,13.29
736895,13.00
736894,13.00
736893,13.03
736890,12.96
736889,12.96
736888,12.64
736887,11.95
736886,11.83
736883,12.13
736882,12.28
736881,12.38
736880,12.34
736879,12.28
736876,12.25
736875,12.26
736874,12.27
736873,12.34
736872,12.10
736869,12.11
736868,11.76
736867,11.95
736866,12.12
736865,12.31
736862,12.58
736860,12.94
736859,12.95
736858,12.97
736855,12.96
736854,12.78
736853,13.28
736852,13.23
736851,12.96
736848,12.79
736847,13.16
736846,13.21
736845,13.55
736844,13.59
736841,13.47
736840,13.97
736839,13.75
736838,13.45
736837,13.35
736834,13.75
736833,12.45
736832,15.56
736831,15.77
736830,15.77
736827,15.50
736826,14.88
736825,14.34
736824,14.15
736823,14.13
736820,13.69
736819,14.00
736818,14.04
736817,14.06
736813,13.85
736812,13.99
736811,14.16
736810,13.90
736809,14.13
736805,13.80
736804,14.24
736803,14.15
736802,14.14
736798,14.65
736797,14.60
736796,14.97
736795,14.90
736792,14.61
736791,14.62
736790,15.05
736789,14.67
736788,14.54
736785,14.36
736784,14.55
736783,14.04
736782,13.90
736781,13.24
736778,13.70
736777,13.48
736776,13.20
736775,13.61
736774,12.98
736771,13.81
736770,14.26
736769,13.86
736768,14.07
736767,14.33
736764,14.72
736763,14.34
736762,15.16
736761,15.18
736760,15.11
736757,15.22
736756,15.44
736755,15.51
736750,15.35
736749,15.94
736748,16.00
736747,16.10
736746,15.74
736743,15.74
736742,15.84
736741,15.91
736740,15.74
736739,15.77
736736,15.20
736735,15.18
736734,14.77
736733,15.10
736732,15.38
736729,14.92
736728,14.99
736727,15.26
736726,14.99
736725,15.51
736722,15.73
736721,16.15
736719,16.12
736718,15.94
736715,15.84
736714,15.82
736713,15.80
736712,15.73
736711,15.70
736708,15.77
736707,16.15
736706,15.64
736705,15.60
736704,15.50
736701,15.78
736700,15.70
736699,15.45
736698,14.95
736697,14.64
736693,14.85
736692,14.43
736691,14.50
736690,14.32
736687,14.05
736686,14.46
736685,14.45
736684,14.46
736683,14.88
736680,14.90
736679,14.78
736678,15.43
736677,15.55
736676,15.80
736673,15.88
736672,15.97
736671,16.30
736670,16.00
736669,16.01
736666,15.12
736665,16.00
736664,15.90
736663,15.30
736662,15.20
736659,15.25
736658,15.90
736657,15.72
736656,15.93
736655,15.05
736652,14.37
736651,15.15
736650,14.55
736648,13.80
736645,15.18
736644,17.10
736643,15.85
736642,17.10
736641,16.71
736638,16.47
736637,16.63
736635,17.88
736634,18.03
736631,17.99
736630,18.11
736629,17.70
736628,18.22
736627,18.26
736624,17.65
736623,17.31
736622,17.72
736621,17.21
736620,16.24
736617,16.01
736616,15.19
736614,15.61
736613,15.52
736610,15.23
736609,14.71
736608,14.19
736607,13.98
736606,13.67
736603,13.53
736602,13.80
736601,13.30
736600,13.40
736599,13.59
736596,13.98
736595,13.89
736594,13.60
736593,13.45
736592,13.42
736589,13.34
736588,13.21
736587,13.15
736586,13.70
736585,13.32
736582,13.96
736581,14.07
736579,13.69
736578,13.79
736575,13.22
736574,12.97
736573,13.13
736572,13.04
736571,12.50
736568,12.69
736567,12.42
736566,12.50
736565,12.48
736564,12.63
736561,12.82
736560,12.80
736559,12.47
736558,12.31
736557,12.19
736554,12.05
736553,11.63
736552,11.95
736551,11.92
736550,11.79
736547,12.12
736546,11.93
736545,11.58
736544,11.33
736543,11.93
736540,11.76
736539,11.40
736538,11.99
736537,11.95
736536,11.98
736533,11.84
736532,11.77
736531,11.82
736530,11.51
736529,10.97
736526,10.91
736525,10.92
736524,10.47
736523,10.61
736522,10.00
736519,9.85
736518,9.66
736517,9.09
736516,9.65
736515,9.95
736512,9.48
736511,9.42
736510,9.43
736509,9.10
736508,9.22
736505,9.00
736504,9.59
736503,9.61
736502,9.09
736501,9.22
736498,8.75
736497,8.41
736496,8.30
736495,8.60
736494,8.58
736491,8.97
736490,9.28
736489,8.80
736488,8.42
736487,8.70
736484,8.51
736483,8.19
736482,8.09
736481,8.36
736480,8.18
736477,8.50
736475,8.68
736474,8.69
736473,8.55
736470,9.20
736469,9.25
736468,9.31
736467,9.83
736466,9.55
736463,9.93
