736904,246.65
736903,247.96
736902,247.75
736901,247.68
736900,246.79
736897,246.44
736896,247.28
736895,246.02
736894,245.06
736893,245.47
736890,244.43
736889,244.02
736888,243.30
736887,242.16
736886,241.95
736883,241.21
736882,241.89
736881,242.63
736879,242.88
736876,242.28
736875,243.66
736874,242.50
736873,243.04
736872,243.90
736869,242.91
736868,242.96
736867,243.42
736866,244.25
736865,243.59
736862,242.77
736861,242.68
736860,244.86
736859,243.98
736858,243.13
736855,244.09
736854,243.77
736853,243.60
736852,243.34
736851,243.97
736848,243.42
736847,241.97
736846,241.84
736845,241.34
736841,241.54
736840,241.20
736839,240.32
736838,239.95
736837,238.90
736834,237.33
736833,235.73
736832,238.10
736831,240.64
736830,239.47
736827,239.09
736826,239.35
736825,239.39
736824,239.96
736823,239.75
736820,239.19
736819,238.83
736818,238.29
736817,238.84
736816,238.68
736813,238.90
736812,238.77
736811,238.51
736810,237.91
736809,237.18
736806,235.25
736805,234.15
736804,234.52
736803,233.72
736802,233.11
736798,233.64
736797,234.74
736796,234.90
736795,235.36
736792,235.15
736791,234.94
736790,236.26
736789,234.95
736788,235.80
736785,235.90
736784,235.47
736783,234.99
736782,233.27
736781,231.93
736778,234.38
736777,234.00
736776,233.77
736775,237.47
736774,237.03
736771,237.75
736770,239.11
736769,237.56
736768,237.18
736767,237.62
736764,237.97
736763,236.70
736762,237.34
736761,237.36
736760,237.50
736757,238.17
736756,239.56
736755,238.39
736754,236.67
736753,236.64
736750,235.46
736749,236.88
736748,236.02
736747,235.52
736743,233.95
736742,234.95
736741,233.45
736740,232.56
736739,232.08
736736,231.00
736735,229.56
736734,228.61
736733,229.38
736732,228.87
736729,228.82
736728,227.20
736727,228.26
736726,226.98
736725,228.17
736722,229.42
736721,229.40
736720,228.70
736719,226.40
736718,226.35
736715,226.70
736714,226.84
736713,226.54
736712,226.31
736708,226.73
736707,226.50
736706,226.36
736705,226.48
736704,226.91
736701,226.53
736700,226.27
736699,225.62
736698,225.04
736694,224.73
736693,224.48
736692,226.57
736691,226.02
736687,225.43
736686,225.60
736685,226.25
736684,226.15
736683,225.25
736680,226.01
736679,226.16
736678,227.41
736677,227.02
736676,226.40
736673,225.41
736672,224.57
736671,221.52
736670,221.22
736669,220.65
736666,219.67
736665,220.73
736664,221.63
736663,220.52
736662,221.16
736659,221.10
736657,219.98
736656,220.51
736655,219.17
736652,219.07
736651,218.05
736650,217.56
736649,217.04
736648,217.03
736645,216.08
736644,217.30
736643,212.37
736642,212.69
736641,211.45
736638,208.91
736637,209.99
736636,210.65
736635,212.93
736634,212.93
736631,213.14
736630,214.58
736629,213.21
736628,214.68
736627,215.00
736624,212.96
736623,213.87
736622,214.02
736621,214.24
736620,213.09
736617,214.15
736616,212.16
736615,213.59
736614,215.66
736613,216.16
736610,216.10
736609,215.37
736608,215.41
736607,215.91
736606,215.82
736603,215.65
736602,216.40
